domain_name,problem_name,experiment_name,search_elapsed_time,solution_size,expanded_nodes,heuristic_name,heuristic_elapsed_time,total_landmarks,task_landmarks,method_landmarks,fact_landmarks,mincov_disj_landmarks,mincov_disj_elapsed_time,facts,decompositions,operators,abstract_tasks,tor_elapsed_time
Barman-BDI,pfile17,Novelty-lm-tdg-f-t,590.2071,418,219874,,,,,,,,,,,,,
Barman-BDI,pfile01,lmcount,0.0311,17,1378,,,,,,,,,,,,,
Barman-BDI,pfile01,Novelty-lm-f-t,0.0274,14,1543,,,,,,,,,,,,,
Barman-BDI,pfile01,Novelty-lm-tdg-f-t,0.0204,16,334,,,,,,,,,,,,,
Blocksworld-GTOHP,p12,lmcount,0.0426,149,649,,,,,,,,,,,,,
Blocksworld-GTOHP,p12,Novelty-lm-f-t,0.066,170,1643,,,,,,,,,,,,,
Blocksworld-GTOHP,p12,Novelty-lm-tdg-f-t,0.0539,154,518,,,,,,,,,,,,,
Blocksworld-GTOHP,p13,lmcount,0.0682,144,1473,,,,,,,,,,,,,
Blocksworld-GTOHP,p13,Novelty-lm-f-t,0.0369,174,660,,,,,,,,,,,,,
Blocksworld-GTOHP,p13,Novelty-lm-tdg-f-t,0.0576,153,503,,,,,,,,,,,,,
Blocksworld-GTOHP,p06,lmcount,0.0204,83,674,,,,,,,,,,,,,
Blocksworld-GTOHP,p06,Novelty-lm-f-t,0.0126,86,314,,,,,,,,,,,,,
Blocksworld-GTOHP,p06,Novelty-lm-tdg-f-t,0.0198,78,280,,,,,,,,,,,,,
Blocksworld-GTOHP,p04,lmcount,0.009,61,218,,,,,,,,,,,,,
Blocksworld-GTOHP,p04,Novelty-lm-f-t,0.026,94,1117,,,,,,,,,,,,,
Blocksworld-GTOHP,p04,Novelty-lm-tdg-f-t,0.0146,61,199,,,,,,,,,,,,,
Blocksworld-GTOHP,p20,Novelty-lm-tdg-f-t,0.8944,236,13776,,,,,,,,,,,,,
Blocksworld-GTOHP,p01,lmcount,0.0027,20,69,,,,,,,,,,,,,
Blocksworld-GTOHP,p01,Novelty-lm-f-t,0.0021,21,88,,,,,,,,,,,,,
Blocksworld-GTOHP,p01,Novelty-lm-tdg-f-t,0.0042,20,65,,,,,,,,,,,,,
Blocksworld-GTOHP,p23,lmcount,0.8507,634,4668,,,,,,,,,,,,,
Blocksworld-GTOHP,p23,Novelty-lm-f-t,10.0265,691,103049,,,,,,,,,,,,,
Blocksworld-GTOHP,p23,Novelty-lm-tdg-f-t,0.7332,639,2237,,,,,,,,,,,,,
Blocksworld-GTOHP,p16,lmcount,0.0875,189,1323,,,,,,,,,,,,,
Blocksworld-GTOHP,p16,Novelty-lm-tdg-f-t,0.5701,189,9864,,,,,,,,,,,,,
Blocksworld-GTOHP,p14,lmcount,0.1189,235,2453,,,,,,,,,,,,,
Blocksworld-GTOHP,p14,Novelty-lm-f-t,2.7599,221,76522,,,,,,,,,,,,,
Blocksworld-GTOHP,p14,Novelty-lm-tdg-f-t,0.1199,236,1487,,,,,,,,,,,,,
Blocksworld-GTOHP,p17,lmcount,0.1003,218,1280,,,,,,,,,,,,,
Blocksworld-GTOHP,p17,Novelty-lm-f-t,0.0705,244,973,,,,,,,,,,,,,
Blocksworld-GTOHP,p17,Novelty-lm-tdg-f-t,0.1091,218,786,,,,,,,,,,,,,
Blocksworld-GTOHP,p26,lmcount,22.3844,2000,46725,,,,,,,,,,,,,
Blocksworld-GTOHP,p26,Novelty-lm-tdg-f-t,9.8128,1959,11688,,,,,,,,,,,,,
Blocksworld-GTOHP,p18,lmcount,0.1003,253,1116,,,,,,,,,,,,,
Blocksworld-GTOHP,p18,Novelty-lm-f-t,172.4013,346,3200734,,,,,,,,,,,,,
Blocksworld-GTOHP,p18,Novelty-lm-tdg-f-t,0.1163,246,850,,,,,,,,,,,,,
Blocksworld-GTOHP,p29,lmcount,,,,,,,,,,,,,,,,
Blocksworld-GTOHP,p29,Novelty-lm-tdg-f-t,,,,,,,,,,,,,,,,
Blocksworld-GTOHP,p22,lmcount,0.6828,488,5788,,,,,,,,,,,,,
Blocksworld-GTOHP,p22,Novelty-lm-tdg-f-t,0.4073,490,1754,,,,,,,,,,,,,
Blocksworld-GTOHP,p21,lmcount,0.2149,316,2190,,,,,,,,,,,,,
Blocksworld-GTOHP,p21,Novelty-lm-tdg-f-t,0.1929,322,1103,,,,,,,,,,,,,
Blocksworld-GTOHP,p30,lmcount,,,,,,,,,,,,,,,,
Blocksworld-GTOHP,p30,Novelty-lm-tdg-f-t,,,,,,,,,,,,,,,,
Blocksworld-GTOHP,p19,lmcount,0.1212,248,1433,,,,,,,,,,,,,
Blocksworld-GTOHP,p19,Novelty-lm-f-t,1.7886,319,38084,,,,,,,,,,,,,
Blocksworld-GTOHP,p19,Novelty-lm-tdg-f-t,0.1207,241,813,,,,,,,,,,,,,
Blocksworld-GTOHP,p08,lmcount,0.0319,130,664,,,,,,,,,,,,,
Blocksworld-GTOHP,p08,Novelty-lm-f-t,0.0342,156,802,,,,,,,,,,,,,
Blocksworld-GTOHP,p08,Novelty-lm-tdg-f-t,0.0365,118,423,,,,,,,,,,,,,
Blocksworld-GTOHP,p11,lmcount,0.0584,182,908,,,,,,,,,,,,,
Blocksworld-GTOHP,p11,Novelty-lm-f-t,0.045,192,974,,,,,,,,,,,,,
Blocksworld-GTOHP,p11,Novelty-lm-tdg-f-t,0.0588,152,585,,,,,,,,,,,,,
Blocksworld-GTOHP,p03,lmcount,0.0053,38,168,,,,,,,,,,,,,
Blocksworld-GTOHP,p03,Novelty-lm-f-t,0.008,41,381,,,,,,,,,,,,,
Blocksworld-GTOHP,p03,Novelty-lm-tdg-f-t,0.008,38,136,,,,,,,,,,,,,
Blocksworld-GTOHP,p24,lmcount,3.3445,1008,14250,,,,,,,,,,,,,
Blocksworld-GTOHP,p24,Novelty-lm-tdg-f-t,1.8468,1003,3538,,,,,,,,,,,,,
Blocksworld-GTOHP,p02,lmcount,0.0048,34,178,,,,,,,,,,,,,
Blocksworld-GTOHP,p02,Novelty-lm-f-t,0.0039,39,140,,,,,,,,,,,,,
Blocksworld-GTOHP,p02,Novelty-lm-tdg-f-t,0.0066,39,130,,,,,,,,,,,,,
Blocksworld-GTOHP,p28,lmcount,232.8792,4148,226947,,,,,,,,,,,,,
Blocksworld-GTOHP,p28,Novelty-lm-tdg-f-t,,,,,,,,,,,,,,,,
Blocksworld-GTOHP,p07,lmcount,0.0224,90,660,,,,,,,,,,,,,
Blocksworld-GTOHP,p07,Novelty-lm-f-t,0.3334,109,14570,,,,,,,,,,,,,
Blocksworld-GTOHP,p07,Novelty-lm-tdg-f-t,0.0204,83,277,,,,,,,,,,,,,
Blocksworld-GTOHP,p25,lmcount,6.4984,1315,19380,,,,,,,,,,,,,
Blocksworld-GTOHP,p25,Novelty-lm-tdg-f-t,3.271,1323,4614,,,,,,,,,,,,,
Blocksworld-GTOHP,p05,lmcount,0.0149,78,476,,,,,,,,,,,,,
Blocksworld-GTOHP,p05,Novelty-lm-f-t,0.0211,79,785,,,,,,,,,,,,,
Blocksworld-GTOHP,p05,Novelty-lm-tdg-f-t,0.0261,83,274,,,,,,,,,,,,,
Blocksworld-GTOHP,p09,lmcount,0.0289,116,619,,,,,,,,,,,,,
Blocksworld-GTOHP,p09,Novelty-lm-f-t,0.1481,121,4859,,,,,,,,,,,,,
Blocksworld-GTOHP,p09,Novelty-lm-tdg-f-t,0.0323,111,386,,,,,,,,,,,,,
Blocksworld-GTOHP,p15,lmcount,0.0728,186,1090,,,,,,,,,,,,,
Blocksworld-GTOHP,p15,Novelty-lm-f-t,0.4677,220,12251,,,,,,,,,,,,,
Blocksworld-GTOHP,p15,Novelty-lm-tdg-f-t,0.0759,179,606,,,,,,,,,,,,,
Blocksworld-GTOHP,p10,lmcount,0.0426,146,582,,,,,,,,,,,,,
Blocksworld-GTOHP,p10,Novelty-lm-f-t,2.4248,218,75391,,,,,,,,,,,,,
Blocksworld-GTOHP,p10,Novelty-lm-tdg-f-t,0.0521,146,509,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_045,Novelty-lm-f-t,5.4724,222,93191,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_045,Novelty-lm-tdg-f-t,19.684,228,164786,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_090,Novelty-lm-f-t,306.0521,457,2922929,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_075,Novelty-lm-f-t,117.1051,367,1120870,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_060,Novelty-lm-f-t,20.6956,275,203394,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_050,Novelty-lm-f-t,72.3174,245,1204055,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_025,lmcount,64.7123,120,1951993,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_025,Novelty-lm-f-t,0.83,120,18412,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_025,Novelty-lm-tdg-f-t,4.2519,122,60211,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_030,Novelty-lm-f-t,1.0524,133,18235,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_030,Novelty-lm-tdg-f-t,6.8457,141,85798,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_035,Novelty-lm-f-t,3.4436,163,66292,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_035,Novelty-lm-tdg-f-t,32.7583,163,398851,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_080,Novelty-lm-f-t,108.5663,386,1087908,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_005,lmcount,0.0049,20,290,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_005,Novelty-lm-f-t,0.0045,20,184,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_005,Novelty-lm-tdg-f-t,0.0067,20,206,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_070,Novelty-lm-f-t,63.9937,346,765319,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_040,Novelty-lm-f-t,6.0922,199,123762,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_040,Novelty-lm-tdg-f-t,86.7213,203,926136,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_020,lmcount,24.7633,92,941752,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_020,Novelty-lm-f-t,0.1469,86,3705,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_020,Novelty-lm-tdg-f-t,0.2446,90,4209,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_015,lmcount,1.5253,66,74852,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_015,Novelty-lm-f-t,0.1261,64,3601,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_015,Novelty-lm-tdg-f-t,0.2134,68,4848,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_055,Novelty-lm-f-t,14.269,256,157372,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_010,lmcount,0.0844,45,5261,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_010,Novelty-lm-f-t,0.0217,43,723,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_010,Novelty-lm-tdg-f-t,0.0457,43,1215,,,,,,,,,,,,,
Blocksworld-HPDDL,pfile_085,Novelty-lm-f-t,126.7514,407,1041817,,,,,,,,,,,,,
Childsnack,p04,lmcount,0.9564,59,2891,,,,,,,,,,,,,
Childsnack,p04,Novelty-lm-f-t,6.2462,59,2891,,,,,,,,,,,,,
Childsnack,p04,Novelty-lm-tdg-f-t,6.7269,59,2891,,,,,,,,,,,,,
Childsnack,p01,lmcount,0.3237,49,1389,,,,,,,,,,,,,
Childsnack,p01,Novelty-lm-f-t,1.1139,49,1389,,,,,,,,,,,,,
Childsnack,p01,Novelty-lm-tdg-f-t,1.3067,49,1389,,,,,,,,,,,,,
Childsnack,p03,lmcount,0.6503,54,2623,,,,,,,,,,,,,
Childsnack,p03,Novelty-lm-f-t,2.9244,54,2623,,,,,,,,,,,,,
Childsnack,p03,Novelty-lm-tdg-f-t,3.246,54,2623,,,,,,,,,,,,,
Childsnack,p02,lmcount,0.3119,49,443,,,,,,,,,,,,,
Childsnack,p02,Novelty-lm-f-t,1.0639,49,443,,,,,,,,,,,,,
Childsnack,p02,Novelty-lm-tdg-f-t,1.2533,49,443,,,,,,,,,,,,,
Childsnack,p05,lmcount,1.2414,64,5745,,,,,,,,,,,,,
Childsnack,p05,Novelty-lm-f-t,7.9376,64,5745,,,,,,,,,,,,,
Childsnack,p05,Novelty-lm-tdg-f-t,8.443,64,5745,,,,,,,,,,,,,
Depots,p12,lmcount,0.2226,95,6989,,,,,,,,,,,,,
Depots,p12,Novelty-lm-f-t,0.0549,95,1105,,,,,,,,,,,,,
Depots,p12,Novelty-lm-tdg-f-t,0.1204,95,1566,,,,,,,,,,,,,
Depots,p13,lmcount,0.0178,36,365,,,,,,,,,,,,,
Depots,p13,Novelty-lm-f-t,0.0126,44,262,,,,,,,,,,,,,
Depots,p13,Novelty-lm-tdg-f-t,0.0273,36,365,,,,,,,,,,,,,
Depots,p06,lmcount,0.0977,91,2312,,,,,,,,,,,,,
Depots,p06,Novelty-lm-f-t,0.0496,91,1100,,,,,,,,,,,,,
Depots,p06,Novelty-lm-tdg-f-t,0.1129,91,1377,,,,,,,,,,,,,
Depots,p04,lmcount,0.0134,50,309,,,,,,,,,,,,,
Depots,p04,Novelty-lm-f-t,0.014,50,421,,,,,,,,,,,,,
Depots,p04,Novelty-lm-tdg-f-t,0.0216,50,299,,,,,,,,,,,,,
Depots,p20,lmcount,0.1697,107,1835,,,,,,,,,,,,,
Depots,p20,Novelty-lm-f-t,0.1289,107,2089,,,,,,,,,,,,,
Depots,p20,Novelty-lm-tdg-f-t,0.257,107,2080,,,,,,,,,,,,,
Depots,p01,lmcount,0.0034,14,115,,,,,,,,,,,,,
Depots,p01,Novelty-lm-f-t,0.0024,14,67,,,,,,,,,,,,,
Depots,p01,Novelty-lm-tdg-f-t,0.0055,14,110,,,,,,,,,,,,,
Depots,p23,lmcount,3.4498,276,27604,,,,,,,,,,,,,
Depots,p23,Novelty-lm-f-t,1.1514,276,9797,,,,,,,,,,,,,
Depots,p23,Novelty-lm-tdg-f-t,1.1242,276,4042,,,,,,,,,,,,,
Depots,p16,lmcount,0.0421,40,757,,,,,,,,,,,,,
Depots,p16,Novelty-lm-f-t,0.0266,40,438,,,,,,,,,,,,,
Depots,p16,Novelty-lm-tdg-f-t,0.0764,40,947,,,,,,,,,,,,,
Depots,p14,lmcount,0.0212,53,386,,,,,,,,,,,,,
Depots,p14,Novelty-lm-f-t,0.0162,46,354,,,,,,,,,,,,,
Depots,p14,Novelty-lm-tdg-f-t,0.0307,46,365,,,,,,,,,,,,,
Depots,p17,lmcount,0.0455,42,329,,,,,,,,,,,,,
Depots,p17,Novelty-lm-f-t,0.0498,46,837,,,,,,,,,,,,,
Depots,p17,Novelty-lm-tdg-f-t,0.0671,42,238,,,,,,,,,,,,,
Depots,p18,lmcount,0.3148,108,3214,,,,,,,,,,,,,
Depots,p18,Novelty-lm-f-t,0.2413,108,4265,,,,,,,,,,,,,
Depots,p18,Novelty-lm-tdg-f-t,0.4528,108,3531,,,,,,,,,,,,,
Depots,p22,lmcount,0.7316,138,11785,,,,,,,,,,,,,
Depots,p22,Novelty-lm-f-t,0.213,138,2520,,,,,,,,,,,,,
Depots,p22,Novelty-lm-tdg-f-t,0.2757,138,1660,,,,,,,,,,,,,
Depots,p21,lmcount,0.0975,96,879,,,,,,,,,,,,,
Depots,p21,Novelty-lm-f-t,0.096,96,1221,,,,,,,,,,,,,
Depots,p21,Novelty-lm-tdg-f-t,0.1454,96,873,,,,,,,,,,,,,
Depots,p19,lmcount,0.2984,56,9734,,,,,,,,,,,,,
Depots,p19,Novelty-lm-f-t,0.0473,56,709,,,,,,,,,,,,,
Depots,p19,Novelty-lm-tdg-f-t,0.1036,56,1051,,,,,,,,,,,,,
Depots,p08,lmcount,0.0175,54,359,,,,,,,,,,,,,
Depots,p08,Novelty-lm-f-t,0.0153,58,329,,,,,,,,,,,,,
Depots,p08,Novelty-lm-tdg-f-t,0.0212,54,193,,,,,,,,,,,,,
Depots,p11,lmcount,0.0957,72,2841,,,,,,,,,,,,,
Depots,p11,Novelty-lm-f-t,0.0367,72,771,,,,,,,,,,,,,
Depots,p11,Novelty-lm-tdg-f-t,0.0704,72,980,,,,,,,,,,,,,
Depots,p03,lmcount,0.0258,43,788,,,,,,,,,,,,,
Depots,p03,Novelty-lm-f-t,0.0144,43,350,,,,,,,,,,,,,
Depots,p03,Novelty-lm-tdg-f-t,0.0393,43,759,,,,,,,,,,,,,
Depots,p24,Novelty-lm-f-t,6.0814,382,34421,,,,,,,,,,,,,
Depots,p24,Novelty-lm-tdg-f-t,2.1222,382,5301,,,,,,,,,,,,,
Depots,p02,lmcount,0.0058,23,143,,,,,,,,,,,,,
Depots,p02,Novelty-lm-f-t,0.0042,23,94,,,,,,,,,,,,,
Depots,p02,Novelty-lm-tdg-f-t,0.0097,23,143,,,,,,,,,,,,,
Depots,p07,lmcount,0.0111,33,273,,,,,,,,,,,,,
Depots,p07,Novelty-lm-f-t,0.0092,37,233,,,,,,,,,,,,,
Depots,p07,Novelty-lm-tdg-f-t,0.0178,33,272,,,,,,,,,,,,,
Depots,p25,Novelty-lm-f-t,189.7097,523,772065,,,,,,,,,,,,,
Depots,p25,Novelty-lm-tdg-f-t,11.8861,529,19597,,,,,,,,,,,,,
Depots,p05,lmcount,0.0454,70,720,,,,,,,,,,,,,
Depots,p05,Novelty-lm-f-t,0.0329,70,770,,,,,,,,,,,,,
Depots,p05,Novelty-lm-tdg-f-t,0.0661,70,639,,,,,,,,,,,,,
Depots,p09,lmcount,0.0676,92,1018,,,,,,,,,,,,,
Depots,p09,Novelty-lm-f-t,0.0426,96,811,,,,,,,,,,,,,
Depots,p09,Novelty-lm-tdg-f-t,0.0606,92,564,,,,,,,,,,,,,
Depots,p15,lmcount,0.3977,100,10878,,,,,,,,,,,,,
Depots,p15,Novelty-lm-f-t,0.0669,104,1209,,,,,,,,,,,,,
Depots,p15,Novelty-lm-tdg-f-t,0.1535,100,1684,,,,,,,,,,,,,
Depots,p10,lmcount,0.0133,37,374,,,,,,,,,,,,,
Depots,p10,Novelty-lm-f-t,0.0105,37,226,,,,,,,,,,,,,
Depots,p10,Novelty-lm-tdg-f-t,0.0165,37,230,,,,,,,,,,,,,
Factories-simple,pfile05,lmcount,10.6409,311,621590,,,,,,,,,,,,,
Factories-simple,pfile05,Novelty-lm-f-t,13.9391,309,728644,,,,,,,,,,,,,
Factories-simple,pfile05,Novelty-lm-tdg-f-t,1.3231,309,48420,,,,,,,,,,,,,
Factories-simple,pfile03,lmcount,0.0285,57,1879,,,,,,,,,,,,,
Factories-simple,pfile03,Novelty-lm-f-t,0.0432,57,3115,,,,,,,,,,,,,
Factories-simple,pfile03,Novelty-lm-tdg-f-t,0.0341,61,1157,,,,,,,,,,,,,
Factories-simple,pfile06,lmcount,169.9064,450,7130685,,,,,,,,,,,,,
Factories-simple,pfile06,Novelty-lm-f-t,86.0299,452,3827824,,,,,,,,,,,,,
Factories-simple,pfile06,Novelty-lm-tdg-f-t,8.0353,448,249190,,,,,,,,,,,,,
Factories-simple,pfile02,lmcount,0.0255,47,1968,,,,,,,,,,,,,
Factories-simple,pfile02,Novelty-lm-f-t,0.0215,47,1253,,,,,,,,,,,,,
Factories-simple,pfile02,Novelty-lm-tdg-f-t,0.0347,47,1457,,,,,,,,,,,,,
Factories-simple,pfile04,lmcount,0.4229,124,29966,,,,,,,,,,,,,
Factories-simple,pfile04,Novelty-lm-f-t,0.5817,124,36991,,,,,,,,,,,,,
Factories-simple,pfile04,Novelty-lm-tdg-f-t,0.2203,124,9117,,,,,,,,,,,,,
Factories-simple,pfile07,Novelty-lm-f-t,90.2197,1198,3454749,,,,,,,,,,,,,
Factories-simple,pfile07,Novelty-lm-tdg-f-t,21.4644,1198,572922,,,,,,,,,,,,,
Factories-simple,pfile08,Novelty-lm-tdg-f-t,92.9797,2143,2539694,,,,,,,,,,,,,
Factories-simple,pfile01,lmcount,0.0027,14,138,,,,,,,,,,,,,
Factories-simple,pfile01,Novelty-lm-f-t,0.0035,14,146,,,,,,,,,,,,,
Factories-simple,pfile01,Novelty-lm-tdg-f-t,0.0044,14,140,,,,,,,,,,,,,
Hiking,p12,lmcount,470.3706,79,11829800,,,,,,,,,,,,,
Hiking,p12,Novelty-lm-f-t,,,,,,,,,,,,,,,,
Hiking,p12,Novelty-lm-tdg-f-t,426.7522,79,7874989,,,,,,,,,,,,,
Hiking,p13,Novelty-lm-f-t,,,,,,,,,,,,,,,,
Hiking,p06,lmcount,82.4663,85,2090578,,,,,,,,,,,,,
Hiking,p06,Novelty-lm-f-t,,,,,,,,,,,,,,,,
Hiking,p06,Novelty-lm-tdg-f-t,76.7299,85,1476929,,,,,,,,,,,,,
Hiking,p04,lmcount,24.1628,61,781883,,,,,,,,,,,,,
Hiking,p04,Novelty-lm-f-t,,,,,,,,,,,,,,,,
Hiking,p04,Novelty-lm-tdg-f-t,16.3911,61,381180,,,,,,,,,,,,,
Hiking,p01,lmcount,,,,,,,,,,,,,,,,
Hiking,p01,Novelty-lm-f-t,,,,,,,,,,,,,,,,
Hiking,p01,Novelty-lm-tdg-f-t,,,,,,,,,,,,,,,,
Hiking,p14,Novelty-lm-f-t,,,,,,,,,,,,,,,,
Hiking,p08,lmcount,0.8019,27,40774,,,,,,,,,,,,,
Hiking,p08,Novelty-lm-f-t,,,,,,,,,,,,,,,,
Hiking,p08,Novelty-lm-tdg-f-t,1.0095,27,26442,,,,,,,,,,,,,
Hiking,p11,lmcount,172.1246,66,5038446,,,,,,,,,,,,,
Hiking,p11,Novelty-lm-f-t,,,,,,,,,,,,,,,,
Hiking,p11,Novelty-lm-tdg-f-t,155.8237,66,3251032,,,,,,,,,,,,,
Hiking,p03,lmcount,6.2384,49,244957,,,,,,,,,,,,,
Hiking,p03,Novelty-lm-f-t,,,,,,,,,,,,,,,,
Hiking,p03,Novelty-lm-tdg-f-t,5.7532,49,154012,,,,,,,,,,,,,
Hiking,p02,lmcount,1.5916,37,74997,,,,,,,,,,,,,
Hiking,p02,Novelty-lm-f-t,,,,,,,,,,,,,,,,
Hiking,p02,Novelty-lm-tdg-f-t,1.5796,37,44963,,,,,,,,,,,,,
Hiking,p07,lmcount,194.1412,97,4282549,,,,,,,,,,,,,
Hiking,p07,Novelty-lm-f-t,,,,,,,,,,,,,,,,
Hiking,p07,Novelty-lm-tdg-f-t,142.7536,97,2494968,,,,,,,,,,,,,
Hiking,p05,lmcount,26.9602,73,806404,,,,,,,,,,,,,
Hiking,p05,Novelty-lm-f-t,,,,,,,,,,,,,,,,
Hiking,p05,Novelty-lm-tdg-f-t,37.0797,73,798270,,,,,,,,,,,,,
Hiking,p09,lmcount,13.8597,40,599427,,,,,,,,,,,,,
Hiking,p09,Novelty-lm-f-t,,,,,,,,,,,,,,,,
Hiking,p09,Novelty-lm-tdg-f-t,9.2004,40,258983,,,,,,,,,,,,,
Hiking,p15,lmcount,4.2051,29,205743,,,,,,,,,,,,,
Hiking,p15,Novelty-lm-f-t,,,,,,,,,,,,,,,,
